st,yr,September,October,November,December,January,February,March,April,May,June,July,August,AVG,STDDEV
Mymensingh,2017,0.70881,0.60839,0.51712,0.4268,0.48309,0.65134,0.64218,0.57144,0.36104,0.40745,0.44358,0.70996,0.5442666666666666,0.11587970093544811
Mymensingh,2018,0.74839,0.63886,0.47197,0.40889,0.50373,0.69459,0.63475,0.51156,0.41218,0.42525,0.63363,0.73093,0.5678941666666667,0.12090179351153381
Mymensingh,2019,0.77526,0.62359,0.45609,0.42711,0.48117,0.70248,0.69378,0.53685,0.47001,0.45153,0.53916,0.70914,0.5721808333333334,0.11709890402691886
Munshiganj,2011,0.54398,0.46328,0.40588,0.5074,0.51438,0.47534,0.50826,0.53847,0.41308,0.4171,0.51491,0.52739,0.4857891666666667,0.04790237023682184
Munshiganj,2012,0.55473,0.48612,0.38425,0.48342,0.52587,0.41996,0.54354,0.44269,0.42216,0.3964,0.48303,0.56034,0.4752091666666667,0.05948578926353382
Munshiganj,2013,0.60743,0.44802,0.45042,0.52866,0.54358,0.47668,0.51401,0.48426,0.49626,0.46432,0.5105,0.60146,0.5104666666666667,0.05065124386977635
Munshiganj,2014,0.56293,0.46388,0.41324,0.55872,0.58123,0.46021,0.44511,0.48121,0.44739,0.51205,0.5067,0.61591,0.5040483333333334,0.06054204679853131
Munshiganj,2015,0.5323,0.46634,0.44941,0.58554,0.56143,0.48985,0.51983,0.47284,0.43875,0.38736,0.39543,0.60773,0.4922341666666667,0.06789486915547366
Munshiganj,2016,0.56153,0.48422,0.43597,0.55319,0.53873,0.49742,0.50242,0.5517,0.53753,0.44174,0.5921,0.58808,0.5237191666666667,0.04953232992338326
Munshiganj,2017,0.58119,0.50389,0.46961,0.50031,0.57868,0.53062,0.54414,0.58409,0.4226,0.50708,0.48475,0.61223,0.5265991666666667,0.05327368385021091
Munshiganj,2018,0.59839,0.50179,0.48168,0.55099,0.5727,0.52489,0.53918,0.50174,0.45979,0.50323,0.51758,0.62564,0.5314666666666666,0.04645986661146968
Munshiganj,2019,0.61868,0.5123,0.45335,0.56948,0.58499,0.56537,0.59395,0.53336,0.44426,0.51564,0.52271,0.59944,0.5427941666666666,0.05358442007062833
Madaripur,2011,0.55004,0.49283,0.50009,0.51642,0.5138,0.50945,0.54369,0.5548,0.45739,0.39829,0.50392,0.53553,0.5063541666666667,0.0418035204774138
Madaripur,2012,0.57497,0.51287,0.48681,0.47663,0.47565,0.46548,0.55826,0.54279,0.51163,0.41585,0.41382,0.56948,0.5003533333333333,0.05242890381798531
Madaripur,2013,0.63768,0.50081,0.52271,0.54933,0.50946,0.51738,0.5551,0.48654,0.56292,0.4543,0.46267,0.61352,0.531035,0.05345095111408215
Madaripur,2014,0.60712,0.50615,0.47649,0.55439,0.56228,0.49549,0.49199,0.50086,0.51174,0.51507,0.4889,0.65701,0.5306241666666666,0.05234003796622195
Madaripur,2015,0.58871,0.48617,0.49005,0.56633,0.53785,0.50567,0.55023,0.58269,0.49396,0.35575,0.43429,0.65807,0.5208141666666667,0.07546223309911758
Madaripur,2016,0.58748,0.52782,0.51918,0.56861,0.53716,0.50105,0.49053,0.625,0.6138,0.37347,0.48117,0.59175,0.5347516666666667,0.0669821671334161
Madaripur,2017,0.5928,0.53364,0.55109,0.56551,0.54406,0.52055,0.55623,0.64893,0.49871,0.41566,0.48225,0.62506,0.5445408333333334,0.06028689568199893
Madaripur,2018,0.60752,0.53232,0.53152,0.54722,0.56266,0.55306,0.54782,0.56295,0.44018,0.49303,0.48594,0.65452,0.5432283333333333,0.05330441458161686
Madaripur,2019,0.65776,0.55097,0.50036,0.55588,0.55207,0.56731,0.60047,0.62005,0.49647,0.50005,0.46792,0.63049,0.5583166666666667,0.05745739977486701
Kishoreganj,2011,0.4146,0.37284,0.31456,0.35134,0.54216,0.67637,0.59231,0.37981,0.22944,0.14408,0.26511,0.36527,0.38732416666666664,0.1462470380018192
Kishoreganj,2012,0.3771,0.35549,0.29369,0.28426,0.52572,0.62915,0.52219,0.32396,0.25005,0.24256,0.2017,0.25872,0.3553825,0.128743110244458
Kishoreganj,2013,0.44044,0.35534,0.33835,0.38087,0.5313,0.67686,0.60122,0.23814,0.22518,0.2199,0.17639,0.39745,0.38178666666666666,0.15204197804846165
Kishoreganj,2014,0.46098,0.35622,0.36234,0.40414,0.54303,0.67981,0.51961,0.38143,0.26057,0.2397,0.13082,0.44731,0.39882999999999996,0.14150670614261832
Kishoreganj,2015,0.4288,0.36365,0.36987,0.34468,0.54769,0.68675,0.57006,0.32662,0.20363,0.18272,0.16576,0.51336,0.39196583333333335,0.15736843099651707
Kishoreganj,2016,0.43918,0.35227,0.36562,0.39932,0.54421,0.65918,0.44323,0.32247,0.22512,0.18753,0.28572,0.47662,0.39170583333333336,0.1273701109927504
Kishoreganj,2017,0.55421,0.36676,0.36631,0.349,0.58631,0.66751,0.42527,0.36889,0.18576,0.23923,0.17596,0.5193,0.4003758333333333,0.15074026947359562
Kishoreganj,2018,0.46119,0.43551,0.42164,0.42712,0.58478,0.69908,0.55416,0.31719,0.24461,0.18867,0.28306,0.42903,0.4205033333333333,0.1410389254977347
Kishoreganj,2019,0.50157,0.4161,0.37823,0.39146,0.60353,0.70397,0.58668,0.43587,0.28982,0.24729,0.26273,0.40396,0.4351008333333333,0.13558967803993124
Jamalpur,2011,0.60176,0.53297,0.41488,0.36381,0.41348,0.56466,0.54019,0.43417,0.459,0.31282,0.42072,0.54341,0.4668225,0.08491605699404951
Jamalpur,2012,0.53341,0.45279,0.40731,0.37945,0.34112,0.52706,0.57364,0.42194,0.44145,0.38701,0.44106,0.42357,0.44415083333333333,0.06585389136291712
Jamalpur,2013,0.66193,0.52253,0.44722,0.43026,0.40428,0.56707,0.56783,0.41471,0.47471,0.37392,0.41732,0.59841,0.4900158333333334,0.08745207072623012
Jamalpur,2014,0.57547,0.49575,0.48726,0.44572,0.41839,0.58919,0.54944,0.44041,0.44653,0.42483,0.29224,0.52982,0.4745875,0.07865865984588093
Jamalpur,2015,0.57701,0.5235,0.47789,0.41935,0.43143,0.59295,0.5469,0.499,0.42149,0.50964,0.37695,0.60342,0.49829416666666665,0.07134251437704511
Jamalpur,2016,0.58665,0.52564,0.49299,0.45085,0.44655,0.54625,0.53554,0.48218,0.46916,0.3571,0.46382,0.55667,0.4927833333333333,0.05949379328038254
Jamalpur,2017,0.64122,0.57208,0.52439,0.45745,0.45975,0.5473,0.57154,0.54401,0.37068,0.32499,0.32591,0.58083,0.4933458333333334,0.10087857300225962
Jamalpur,2018,0.6498,0.58988,0.50607,0.44406,0.44896,0.63861,0.60169,0.48178,0.41192,0.42321,0.53728,0.62655,0.5299841666666667,0.08487545262111355
Jamalpur,2019,0.66338,0.57588,0.46025,0.49609,0.42187,0.6608,0.65351,0.53375,0.44072,0.25776,0.47283,0.62473,0.5217974999999999,0.11672618051983882
Gopalganj,2011,0.46406,0.3432,0.32691,0.50063,0.6121,0.47706,0.29318,0.2997,0.29463,0.36844,0.59251,0.60292,0.4312783333333334,0.12034298621255646
Gopalganj,2012,0.48016,0.32084,0.25673,0.42397,0.57511,0.41566,0.28651,0.24432,0.24192,0.38779,0.66793,0.66009,0.4134191666666666,0.14838815942533584
Gopalganj,2013,0.58048,0.42298,0.35332,0.36495,0.62633,0.46765,0.30705,0.31327,0.26946,0.41236,0.60396,0.65708,0.44824083333333326,0.1308400281806205
Gopalganj,2014,0.58274,0.38341,0.41744,0.43294,0.62519,0.5096,0.31133,0.3046,0.33808,0.47546,0.58857,0.61535,0.46539249999999993,0.11361226995979205
Gopalganj,2015,0.49652,0.36533,0.35459,0.47942,0.5769,0.42143,0.34143,0.32677,0.33189,0.45046,0.57122,0.63384,0.4458166666666667,0.10223594885796719
Gopalganj,2016,0.52594,0.34866,0.28346,0.60121,0.57706,0.40184,0.25435,0.28845,0.31008,0.35492,0.59369,0.56384,0.4252916666666667,0.13050409405029748
Gopalganj,2017,0.55354,0.41073,0.38535,0.28117,0.61447,0.4441,0.29939,0.32001,0.30671,0.39133,0.63024,0.61834,0.43794833333333333,0.12736689560958225
Gopalganj,2018,0.48319,0.38675,0.36251,0.53241,0.58789,0.42508,0.31297,0.34311,0.30052,0.36984,0.56432,0.66062,0.4441008333333334,0.11371292036368993
Gopalganj,2019,0.61998,0.43471,0.43299,0.62216,0.59821,0.44937,0.29656,0.26582,0.28598,0.36895,0.64544,0.64435,0.47204333333333337,0.14203801535348048
Gazipur,2011,0.67197,0.6031,0.47626,0.43374,0.46528,0.57511,0.61092,0.54305,0.46378,0.362,0.55501,0.61213,0.5310291666666666,0.08687261780506879
Gazipur,2012,0.68855,0.64397,0.51343,0.4243,0.43362,0.5021,0.58982,0.48144,0.49336,0.54483,0.49065,0.59081,0.5330733333333334,0.07760674974224573
Gazipur,2013,0.71935,0.62167,0.51657,0.46975,0.46507,0.56053,0.55509,0.47119,0.48525,0.38882,0.50139,0.64346,0.5331783333333333,0.08794325147818653
Gazipur,2014,0.69551,0.60948,0.50393,0.47911,0.49541,0.56826,0.53607,0.52757,0.42116,0.49637,0.37529,0.64026,0.529035,0.08599491869678502
Gazipur,2015,0.68181,0.60726,0.48977,0.45833,0.4789,0.57388,0.59371,0.54987,0.42631,0.36884,0.42636,0.69577,0.5292341666666666,0.09987447834309601
Gazipur,2016,0.67919,0.61429,0.52498,0.49848,0.46006,0.57196,0.55695,0.57414,0.46074,0.45867,0.57109,0.62052,0.5492558333333334,0.06771618952883833
Gazipur,2017,0.68171,0.63056,0.58614,0.5088,0.50297,0.58824,0.61497,0.61869,0.44945,0.41965,0.46246,0.60093,0.5553808333333333,0.07982565058283096
Gazipur,2018,0.68895,0.64061,0.55899,0.49359,0.53786,0.62258,0.62415,0.54349,0.47134,0.39041,0.62931,0.6838,0.5737566666666667,0.0869925047856934
Gazipur,2019,0.7312,0.65204,0.52195,0.51963,0.48937,0.616,0.6522,0.57375,0.48014,0.5122,0.55743,0.69465,0.5833800000000001,0.08057762023870729
Faridpur,2011,0.52086,0.4582,0.44554,0.49356,0.46469,0.43104,0.48961,0.61827,0.45615,0.404,0.39816,0.51401,0.4745074999999999,0.057151731546384484
Faridpur,2012,0.56492,0.50001,0.44439,0.46974,0.45833,0.38616,0.46771,0.56606,0.51944,0.47559,0.44607,0.53945,0.4864891666666667,0.051294286630893124
Faridpur,2013,0.62787,0.48664,0.47651,0.52879,0.50734,0.43213,0.46116,0.50498,0.58413,0.42201,0.37119,0.61975,0.5018750000000001,0.07536224590823534
Faridpur,2014,0.61355,0.46952,0.43731,0.55194,0.55411,0.42846,0.43285,0.58565,0.54931,0.49807,0.39219,0.63752,0.5125400000000001,0.0771493516931067
Faridpur,2015,0.58636,0.49293,0.4447,0.52064,0.5362,0.44403,0.51858,0.62656,0.47784,0.32394,0.37998,0.64538,0.49976166666666666,0.09074943405088297
Faridpur,2016,0.58527,0.4983,0.47312,0.54158,0.51854,0.43432,0.46367,0.65689,0.58577,0.35923,0.45369,0.61222,0.5152166666666667,0.08136814265355262
Faridpur,2017,0.62053,0.53827,0.52608,0.53433,0.5151,0.4576,0.5277,0.68481,0.55118,0.41757,0.44325,0.63992,0.5380283333333333,0.07618891092030534
Faridpur,2018,0.61047,0.52494,0.50686,0.54705,0.53859,0.50084,0.55271,0.54063,0.52304,0.48538,0.44951,0.64482,0.5354033333333333,0.050192402866923544
Faridpur,2019,0.66138,0.55325,0.50908,0.56115,0.53881,0.50838,0.58615,0.68149,0.52178,0.50725,0.4756,0.62374,0.5606716666666666,0.06251598713307037
Patuakhali,2011,0.67645,0.6174,0.44418,0.37008,0.35946,0.39972,0.4365,0.3952,0.26133,0.30341,0.3158,0.5204,0.42499416666666673,0.11978508459308371
Patuakhali,2012,0.66669,0.60187,0.43114,0.33916,0.35301,0.40164,0.47903,0.39179,0.35807,0.20672,0.30144,0.53252,0.42192333333333326,0.12439636572486977
Patuakhali,2013,0.71847,0.60689,0.39943,0.36426,0.35401,0.41287,0.47355,0.29543,0.33849,0.30882,0.30795,0.58942,0.4307991666666666,0.13203435073610792
Patuakhali,2014,0.70894,0.61103,0.44739,0.37861,0.38433,0.41249,0.45826,0.47169,0.37203,0.30317,0.30758,0.64571,0.4584358333333333,0.12573531467984198
Patuakhali,2015,0.71131,0.66447,0.43358,0.38802,0.36321,0.41435,0.51744,0.44522,0.1828,0.2861,0.32642,0.6272,0.44667666666666667,0.15181244850875117
Patuakhali,2016,0.69807,0.591,0.42614,0.37036,0.40914,0.48475,0.48566,0.44676,0.35007,0.2982,0.31554,0.46451,0.44501666666666667,0.1093587607627096
Patuakhali,2017,0.68522,0.65061,0.45943,0.38053,0.33307,0.45905,0.50417,0.47105,0.26542,0.28873,0.33437,0.61073,0.45353166666666667,0.1343975421918951
Patuakhali,2018,0.70789,0.65336,0.43918,0.36346,0.33741,0.45314,0.52625,0.44481,0.30557,0.36524,0.35636,0.63164,0.4653591666666666,0.12941249478948658
Patuakhali,2019,0.74051,0.63429,0.44089,0.41952,0.32649,0.49291,0.55556,0.50605,0.39816,0.37048,0.32418,0.64701,0.48800416666666663,0.1281516092016492
Pirojpur,2011,0.66974,0.68709,0.55891,0.48574,0.48603,0.53565,0.53935,0.46176,0.4128,0.35531,0.42453,0.53123,0.5123449999999999,0.09369549815759559
Pirojpur,2012,0.71074,0.67749,0.56897,0.43553,0.47569,0.50871,0.56028,0.49416,0.41022,0.39495,0.40157,0.53635,0.514555,0.09862617793973363
Pirojpur,2013,0.75468,0.68669,0.53543,0.49287,0.46917,0.53506,0.57351,0.45375,0.48679,0.43825,0.44992,0.65426,0.5441983333333333,0.0989921983317653
Pirojpur,2014,0.72855,0.66785,0.58173,0.50333,0.51687,0.5354,0.56331,0.54422,0.39418,0.45782,0.43842,0.65349,0.5487641666666666,0.09416028094498705
Pirojpur,2015,0.71964,0.70729,0.5555,0.50381,0.5072,0.55382,0.5686,0.49955,0.35721,0.42154,0.45151,0.68753,0.5444333333333333,0.10890826340957277
Pirojpur,2016,0.7248,0.68781,0.5595,0.50392,0.544,0.5903,0.56931,0.55596,0.5046,0.35741,0.45261,0.52224,0.547705,0.09272406811790201
Pirojpur,2017,0.73362,0.71679,0.59768,0.50917,0.51769,0.58815,0.57016,0.58169,0.40835,0.41556,0.45739,0.63703,0.5611066666666668,0.10091047710168104
Pirojpur,2018,0.73629,0.71179,0.57655,0.50251,0.50583,0.59658,0.5866,0.53936,0.36934,0.51191,0.46113,0.64714,0.5620858333333334,0.09961750075985089
Pirojpur,2019,0.76276,0.69345,0.56206,0.51546,0.51148,0.60936,0.6324,0.59515,0.4461,0.50855,0.48327,0.68265,0.5835575000000001,0.09222608814981077
Jhalokati,2011,0.7295,0.73346,0.59326,0.50015,0.49215,0.56388,0.58269,0.50753,0.44364,0.40417,0.48331,0.59867,0.5527008333333334,0.09829950622615334
Jhalokati,2012,0.75613,0.74347,0.61445,0.46184,0.49269,0.55598,0.62209,0.48069,0.47506,0.39367,0.42712,0.54485,0.5473366666666668,0.11190145064097942
Jhalokati,2013,0.78234,0.73404,0.56308,0.51197,0.48225,0.56849,0.628,0.45996,0.48103,0.41589,0.46617,0.693,0.5655183333333332,0.11398907351389237
Jhalokati,2014,0.77224,0.71716,0.62533,0.51528,0.53176,0.55172,0.61264,0.59757,0.45797,0.48939,0.43362,0.68506,0.5824783333333335,0.10083236764000383
Jhalokati,2015,0.75331,0.76166,0.58568,0.52492,0.51577,0.57485,0.63857,0.56586,0.35624,0.42459,0.47752,0.71516,0.5745108333333333,0.1212829991836128
Jhalokati,2016,0.76583,0.73474,0.59157,0.51662,0.56524,0.63542,0.63495,0.59584,0.54045,0.37209,0.47279,0.50917,0.5778925,0.10425774664463389
Jhalokati,2017,0.76219,0.74094,0.61109,0.52168,0.5071,0.62626,0.63319,0.65588,0.39662,0.38943,0.50858,0.63286,0.5821516666666667,0.1144874911532066
Jhalokati,2018,0.77929,0.7591,0.598,0.51577,0.51801,0.61345,0.61724,0.57794,0.37565,0.59493,0.4856,0.67223,0.5922675,0.1080853028958301
Jhalokati,2019,0.80874,0.73483,0.59712,0.53434,0.52082,0.62568,0.67738,0.65852,0.47109,0.54641,0.50026,0.72171,0.6164083333333333,0.10142012586540974
Bhola,2011,0.62422,0.57034,0.35597,0.30933,0.33635,0.4027,0.40543,0.35134,0.22551,0.20714,0.28005,0.42968,0.37483833333333333,0.11944986318070393
Bhola,2012,0.59132,0.49088,0.35019,0.27343,0.29847,0.37865,0.42951,0.31584,0.31711,0.21551,0.25756,0.43993,0.3632,0.10352995444153669
Bhola,2013,0.65679,0.54977,0.36384,0.34309,0.31324,0.39964,0.44373,0.26871,0.29587,0.25341,0.23586,0.47792,0.38348916666666666,0.12304102110396171
Bhola,2014,0.65328,0.51634,0.35766,0.34488,0.36304,0.41015,0.41967,0.35751,0.30225,0.26389,0.2267,0.52534,0.3950591666666667,0.11536502766280121
Bhola,2015,0.65554,0.57803,0.38886,0.34049,0.35538,0.4055,0.42737,0.35199,0.21458,0.25405,0.28856,0.50506,0.39711749999999996,0.12408832003355513
Bhola,2016,0.63326,0.53072,0.35567,0.34924,0.37409,0.43177,0.38127,0.36247,0.27944,0.2342,0.2606,0.37766,0.38086583333333324,0.10686519564840662
Bhola,2017,0.60653,0.58803,0.42101,0.36096,0.34427,0.42347,0.41991,0.39684,0.22534,0.28954,0.2928,0.49871,0.40561749999999996,0.11090644955133733
Bhola,2018,0.63638,0.57344,0.39786,0.36761,0.30088,0.40894,0.44458,0.35519,0.26428,0.2868,0.28777,0.53217,0.4046583333333333,0.11617116666319956
Bhola,2019,0.66034,0.56968,0.35152,0.39807,0.32196,0.43785,0.46113,0.39981,0.34929,0.32858,0.29657,0.52502,0.42498499999999995,0.10672828174855997
Barisal,2011,0.60854,0.57485,0.44249,0.44149,0.47133,0.5061,0.51659,0.44999,0.37541,0.30258,0.38348,0.48396,0.4630674999999999,0.08150310997389403
Barisal,2012,0.62055,0.56958,0.4544,0.39002,0.44624,0.47614,0.53299,0.43307,0.41387,0.31774,0.34693,0.46128,0.45523416666666666,0.08371331599157661
Barisal,2013,0.65991,0.56818,0.44261,0.44413,0.4425,0.53301,0.55265,0.38124,0.40728,0.3373,0.35187,0.57073,0.4742841666666666,0.09660250552809463
Barisal,2014,0.6439,0.56183,0.44701,0.45916,0.49327,0.50453,0.51934,0.49217,0.40017,0.36943,0.37955,0.59001,0.48836416666666677,0.08036738968204428
Barisal,2015,0.63837,0.61107,0.46733,0.47649,0.4898,0.5307,0.54711,0.47231,0.38101,0.3645,0.41428,0.58352,0.49804083333333327,0.08363202531111445
Barisal,2016,0.62636,0.57611,0.46446,0.4616,0.51817,0.57517,0.50815,0.47068,0.47622,0.313,0.41577,0.46896,0.48955416666666657,0.07836201976067375
Barisal,2017,0.62708,0.59505,0.49204,0.45342,0.47307,0.56686,0.52626,0.54326,0.35051,0.31603,0.40243,0.5261,0.48934249999999996,0.09138003740104655
Barisal,2018,0.65064,0.60111,0.48766,0.44537,0.45138,0.55225,0.53917,0.473,0.29167,0.42944,0.41118,0.59268,0.4937958333333332,0.09478325585762615
Barisal,2019,0.68279,0.59087,0.45876,0.46698,0.45846,0.57248,0.59596,0.55108,0.4289,0.42634,0.4253,0.60019,0.5215091666666667,0.0835685395806274
Joypurhat,2011,0.71623,0.44654,0.39334,0.44957,0.3844,0.56156,0.67835,0.49018,0.38193,0.23542,0.55666,0.65672,0.49590833333333334,0.1366579635338615
Joypurhat,2012,0.67026,0.45301,0.39855,0.44893,0.35472,0.50883,0.6708,0.43707,0.47975,0.29373,0.67255,0.72562,0.5094850000000001,0.13569866337465034
Joypurhat,2013,0.7889,0.53651,0.41717,0.50553,0.40678,0.52628,0.70303,0.55384,0.40405,0.30578,0.49585,0.77559,0.5349425,0.1453247097092691
Joypurhat,2014,0.70422,0.44443,0.43326,0.49296,0.39604,0.60584,0.684,0.46898,0.40265,0.34859,0.48154,0.76917,0.5193066666666667,0.13129101031254534
Joypurhat,2015,0.71966,0.46119,0.383,0.45399,0.47783,0.63206,0.70561,0.50496,0.39835,0.35726,0.59557,0.78128,0.53923,0.13732129496185214
Joypurhat,2016,0.68032,0.39639,0.45331,0.50954,0.4172,0.65499,0.68119,0.4915,0.35421,0.31478,0.62594,0.71603,0.5246166666666666,0.13543767387826605
Joypurhat,2017,0.70766,0.54892,0.46103,0.50475,0.38838,0.63667,0.70679,0.55311,0.44146,0.36176,0.56085,0.72582,0.5497666666666667,0.11947507608516328
Joypurhat,2018,0.74392,0.51604,0.4513,0.50786,0.41216,0.60395,0.70457,0.57587,0.35474,0.3162,0.53871,0.78733,0.5427208333333333,0.14298991598817576
Joypurhat,2019,0.77939,0.5204,0.36127,0.5447,0.42069,0.6724,0.73849,0.55579,0.44614,0.3507,0.64996,0.74,0.5649941666666666,0.1444268459842983
Natore,2011,0.54385,0.45984,0.40153,0.44837,0.52711,0.54604,0.5059,0.55366,0.44997,0.36489,0.45688,0.54596,0.4836666666666667,0.059996194925641365
Natore,2012,0.61621,0.50527,0.42652,0.42233,0.49726,0.49408,0.47832,0.44127,0.47094,0.45896,0.5282,0.59528,0.49455333333333334,0.058432692808811144
Natore,2013,0.64496,0.48232,0.41472,0.47248,0.5156,0.53012,0.49943,0.50007,0.45581,0.37112,0.49417,0.64757,0.5023641666666666,0.07681880731721163
Natore,2014,0.63943,0.46932,0.43072,0.49741,0.54862,0.5712,0.51071,0.50312,0.44324,0.42676,0.39468,0.67791,0.5094266666666667,0.08317146839845715
Natore,2015,0.61852,0.48998,0.39375,0.46028,0.58908,0.57597,0.52714,0.57576,0.48469,0.47768,0.48192,0.6659,0.5283891666666666,0.07422258960477524
Natore,2016,0.63566,0.44294,0.4098,0.47818,0.59253,0.5415,0.46573,0.55077,0.51251,0.40486,0.51504,0.6311,0.5150516666666667,0.07539374839615166
Natore,2017,0.65793,0.52737,0.4659,0.44657,0.58722,0.55976,0.51235,0.59478,0.51612,0.42468,0.49768,0.6307,0.5350883333333333,0.06968349228635304
Natore,2018,0.65527,0.50724,0.4673,0.48281,0.54505,0.63786,0.57698,0.50357,0.48188,0.33539,0.44672,0.70983,0.5291583333333334,0.09856858735869602
Natore,2019,0.70287,0.55534,0.44699,0.48861,0.57489,0.63078,0.60545,0.58919,0.49245,0.44809,0.51361,0.66714,0.5596175,0.08019077795326593
Rajshahi,2011,0.51514,0.44735,0.39554,0.4524,0.43551,0.47237,0.52016,0.47863,0.37792,0.33484,0.47219,0.5224,0.45203750000000004,0.05613678564081963
Rajshahi,2012,0.58879,0.47699,0.42694,0.43291,0.41971,0.4275,0.4949,0.38815,0.44707,0.40686,0.59387,0.58532,0.4740841666666667,0.07187911222535762
Rajshahi,2013,0.63344,0.46268,0.43026,0.49964,0.46193,0.43619,0.4786,0.42794,0.41458,0.35404,0.51884,0.6116,0.4774783333333334,0.07668015593286759
Rajshahi,2014,0.59952,0.44275,0.43547,0.496,0.47622,0.48149,0.49848,0.44199,0.41663,0.41462,0.38799,0.61721,0.47569750000000005,0.06774638995609533
Rajshahi,2015,0.59832,0.493,0.39747,0.47805,0.49472,0.50134,0.53277,0.53361,0.41214,0.47928,0.5335,0.6283,0.5068750000000001,0.06331656925060505
Rajshahi,2016,0.61885,0.42848,0.40903,0.49556,0.49493,0.52136,0.49241,0.50757,0.47969,0.3535,0.52825,0.60594,0.49463083333333335,0.07169536926681916
Rajshahi,2017,0.64675,0.50448,0.47221,0.48322,0.47371,0.51802,0.52997,0.55528,0.44537,0.4025,0.53412,0.6601,0.5188108333333332,0.07223811960665612
Rajshahi,2018,0.62309,0.5149,0.46381,0.49299,0.48913,0.54597,0.56138,0.47779,0.45895,0.33871,0.4837,0.65517,0.5087991666666666,0.07870730699436715
Rajshahi,2019,0.65094,0.54512,0.44298,0.51661,0.46881,0.55103,0.59673,0.54907,0.44212,0.42728,0.5622,0.62623,0.5315933333333333,0.07079947414274268
Bogra,2011,0.60867,0.4826,0.38247,0.38466,0.37494,0.56508,0.58033,0.3982,0.407,0.27354,0.46597,0.58266,0.4588433333333332,0.10145503842699101
Bogra,2012,0.60179,0.45204,0.37524,0.37064,0.31492,0.49437,0.60212,0.42021,0.48737,0.31945,0.54819,0.56978,0.46301,0.09982146454211804
Bogra,2013,0.69408,0.48192,0.39437,0.41868,0.36567,0.56427,0.60464,0.42363,0.39504,0.28997,0.44894,0.67757,0.47989833333333337,0.12218161596801523
Bogra,2014,0.64517,0.44683,0.40782,0.41717,0.38522,0.60991,0.60242,0.40401,0.36775,0.34281,0.41932,0.65695,0.4754483333333333,0.11192476772616308
Bogra,2015,0.65238,0.46786,0.37474,0.38921,0.46288,0.61061,0.59024,0.46564,0.45064,0.37019,0.4951,0.68994,0.5016191666666666,0.10428737071655522
Bogra,2016,0.64759,0.41669,0.39873,0.41633,0.41607,0.58155,0.55859,0.44038,0.40456,0.32609,0.5153,0.6217,0.4786316666666666,0.09814140290361092
Bogra,2017,0.68305,0.54101,0.44335,0.42859,0.40331,0.57133,0.60112,0.49458,0.37045,0.27743,0.46973,0.65511,0.49492166666666665,0.11517226509547436
Bogra,2018,0.66968,0.51588,0.42642,0.41452,0.41263,0.629,0.61008,0.49944,0.3933,0.30109,0.50465,0.6831,0.5049825000000001,0.1163171553071601
Bogra,2019,0.70911,0.53531,0.35843,0.44142,0.39237,0.65308,0.62772,0.50432,0.3706,0.32805,0.55069,0.6801,0.5126000000000001,0.1288434975076352
Pabna,2011,0.48072,0.4278,0.41164,0.44177,0.42919,0.46636,0.48831,0.52231,0.43892,0.32342,0.37308,0.49099,0.44120916666666665,0.052589339138006126
Pabna,2012,0.53123,0.44052,0.40242,0.42672,0.42337,0.42811,0.44723,0.43837,0.42072,0.41841,0.48798,0.50492,0.44750000000000006,0.03770962542905989
Pabna,2013,0.58162,0.42148,0.41987,0.48577,0.46968,0.42979,0.46662,0.50606,0.44384,0.37458,0.42414,0.56554,0.4657491666666667,0.05867078865135717
Pabna,2014,0.56986,0.45263,0.43937,0.48836,0.49023,0.48169,0.46015,0.47604,0.45096,0.41407,0.41972,0.59998,0.47858833333333334,0.05342977304108845
Pabna,2015,0.56932,0.45948,0.42864,0.47577,0.49709,0.48423,0.49258,0.54655,0.45895,0.42413,0.41149,0.6053,0.4877941666666666,0.05714110917403413
Pabna,2016,0.53619,0.42572,0.43881,0.50673,0.49362,0.46828,0.45323,0.55291,0.46662,0.38884,0.46716,0.56091,0.4799183333333333,0.05005870800592264
Pabna,2017,0.60527,0.49508,0.49081,0.49672,0.48656,0.47964,0.51054,0.6059,0.49268,0.39322,0.44065,0.61175,0.5090683333333333,0.06429196318790985
Pabna,2018,0.61579,0.50949,0.50558,0.50966,0.49336,0.5364,0.55505,0.52423,0.4917,0.36034,0.4374,0.62285,0.5134875,0.06770660813699551
Pabna,2019,0.63535,0.53673,0.49917,0.54352,0.48734,0.5482,0.58209,0.58972,0.49371,0.48929,0.50214,0.62561,0.5444058333333334,0.05091622227711146
Sirajganj,2011,0.46591,0.45764,0.41564,0.34817,0.35229,0.51605,0.52787,0.40073,0.36561,0.23309,0.33292,0.42665,0.4035474999999999,0.07999641899537337
Sirajganj,2012,0.44847,0.39672,0.36905,0.35291,0.30621,0.50574,0.51349,0.37962,0.35428,0.31577,0.39598,0.37049,0.39239416666666666,0.06336806075859948
Sirajganj,2013,0.5265,0.40652,0.41335,0.40457,0.35375,0.49383,0.52394,0.41141,0.36674,0.27913,0.30334,0.4925,0.4146316666666667,0.07838179686990822
Sirajganj,2014,0.4926,0.4242,0.43973,0.38937,0.36658,0.5517,0.51392,0.38224,0.37654,0.34691,0.28806,0.47944,0.4209408333333333,0.07372404350666222
