st,yr,mn,max_temp,min_temp,rain,rel_hum,wind,cloud,sun
Teknaf,2000,3,38.0,20.7,0.0,75.0,0.8,2.2,8.3
Teknaf,2000,4,34.6,24.3,27.0,78.0,1.4,1.9,9.1
Teknaf,2000,5,33.7,24.8,600.0,85.0,0.8,4.8,5.5
Teknaf,2000,6,35.0,25.4,1091.0,89.0,0.9,6.2,3.9
Teknaf,2000,7,33.2,25.2,1457.0,90.0,0.7,6.3,3.5
Teknaf,2000,8,33.0,25.4,1008.0,87.0,0.8,6.0,5.8
Teknaf,2000,9,33.0,24.8,363.0,88.0,0.5,5.4,4.6
Teknaf,2000,10,34.0,24.8,422.0,85.0,0.5,3.8,7.1
Teknaf,2000,11,32.0,20.6,17.0,76.0,0.4,1.2,9.6
Teknaf,2000,12,29.4,15.8,0.0,63.0,0.3,0.3,10.0
Barisal,1999,1,30.0,12.1,0.0,82.0,0.5,0.4,8.2
Barisal,1999,2,34.8,15.1,0.0,78.0,0.7,1.1,7.8
Barisal,1999,3,38.0,20.5,0.0,74.0,1.1,1.8,5.9
Barisal,1999,4,36.6,24.9,20.0,79.0,1.9,3.4,7.6
Barisal,1999,5,35.7,25.0,212.0,86.0,2.2,5.7,3.8
Barisal,1999,6,36.7,25.4,260.0,88.0,1.9,6.6,3.1
Barisal,1999,7,34.0,25.1,527.0,91.0,1.6,7.0,2.9
Barisal,1999,8,34.0,25.4,404.0,91.0,1.4,7.1,2.6
Barisal,1999,9,35.5,25.2,301.0,89.0,1.0,6.6,3.7
Barisal,1999,10,34.0,24.1,228.0,89.0,0.6,5.3,4.9
Barisal,1999,11,33.5,18.8,1.0,82.0,0.1,1.2,8.7
Barisal,1999,12,29.8,13.9,2.0,82.0,0.1,0.8,8.1
Bhola,1999,1,29.6,12.6,0.0,81.0,0.4,0.5,6.4
Bhola,1999,2,34.4,16.1,0.0,75.0,0.4,1.0,6.8
Bhola,1999,3,36.8,21.5,0.0,76.0,0.7,1.3,6.0
Bhola,1999,4,35.4,25.5,72.0,80.0,1.1,2.2,5.0
Bhola,1999,5,34.8,25.3,319.0,88.0,0.9,4.5,4.9
Bhola,1999,6,35.5,25.9,359.0,90.0,1.0,5.8,2.7
Bhola,1999,7,33.6,25.5,590.0,91.0,0.8,6.3,1.4
Bhola,1999,8,33.0,25.6,432.0,92.0,0.7,6.3,2.2
Bhola,1999,9,33.5,25.4,398.0,90.0,0.5,5.6,1.8
Bhola,1999,10,34.0,24.6,436.0,89.0,0.3,4.7,2.5
Bhola,1999,11,32.2,19.3,0.0,82.0,0.2,0.9,4.5
Bhola,1999,12,29.8,14.9,8.0,82.0,0.2,0.7,5.7
Bogra,1999,1,29.0,11.9,0.0,76.0,0.9,0.5,7.9
Bogra,1999,2,33.5,15.8,0.0,70.0,0.8,0.7,8.6
Bogra,1999,3,35.6,19.3,0.0,62.0,1.0,0.6,9.1
Bogra,1999,4,37.0,25.1,9.0,74.0,1.6,2.8,6.8
Bogra,1999,5,37.2,24.4,246.0,82.0,1.4,4.6,6.2
Bogra,1999,6,37.0,26.5,265.0,84.0,1.3,5.7,5.2
Bogra,1999,7,35.8,26.3,343.0,87.0,1.1,6.5,4.7
Bogra,1999,8,35.0,26.3,429.0,87.0,1.1,6.6,3.4
Bogra,1999,9,34.1,25.7,168.0,87.0,1.1,5.5,4.3
Bogra,1999,10,35.2,24.4,133.0,84.0,0.7,4.1,6.5
Bogra,1999,11,33.0,19.1,17.0,78.0,0.4,1.2,8.9
Bogra,1999,12,30.0,14.6,0.0,77.0,0.4,0.2,8.7
Chandpur,1999,1,29.0,14.6,0.0,76.0,0.6,0.4,6.3
Chandpur,1999,2,34.0,17.3,0.0,73.0,0.6,0.9,7.3
Chandpur,1999,3,35.7,21.9,1.0,72.0,0.7,1.2,6.7
Chandpur,1999,4,35.5,25.4,21.0,76.0,0.9,2.1,8.0
Chandpur,1999,5,35.5,25.1,357.0,83.0,1.0,4.6,4.8
Chandpur,1999,6,35.5,25.9,289.0,85.0,1.0,5.7,3.9
Chandpur,1999,7,33.9,25.7,947.0,88.0,0.6,6.2,3.1
Chandpur,1999,8,34.0,25.9,323.0,87.0,0.6,6.1,2.7
Chandpur,1999,9,33.0,25.1,394.0,87.0,0.4,5.4,3.4
Chandpur,1999,10,33.2,24.6,284.0,86.0,0.5,4.4,5.0
Chandpur,1999,11,31.6,20.4,4.0,78.0,0.3,0.8,8.2
Chandpur,1999,12,29.5,16.3,1.0,78.0,0.2,0.4,5.9
Chittagong (IAP-Patenga),1999,1,29.9,14.5,0.0,78.0,0.8,0.6,8.7
Chittagong (IAP-Patenga),1999,2,34.0,17.5,0.0,71.0,1.3,1.1,9.2
Chittagong (IAP-Patenga),1999,3,35.2,21.2,0.0,77.0,2.6,1.4,9.0
Chittagong (IAP-Patenga),1999,4,34.8,25.4,0.0,78.0,2.8,2.6,9.0
Chittagong (IAP-Patenga),1999,5,35.2,24.7,463.0,83.0,3.5,5.3,4.8
Chittagong (IAP-Patenga),1999,6,35.0,25.4,879.0,87.0,3.7,6.4,3.8
Chittagong (IAP-Patenga),1999,7,35.4,25.2,514.0,86.0,4.0,6.8,4.1
Chittagong (IAP-Patenga),1999,8,33.4,25.5,848.0,88.0,3.8,6.7,3.1
Chittagong (IAP-Patenga),1999,9,34.0,25.4,211.0,86.0,2.3,5.8,5.8
Chittagong (IAP-Patenga),1999,10,35.0,24.9,201.0,85.0,1.2,4.8,5.9
Chittagong (IAP-Patenga),1999,11,32.6,20.3,2.0,79.0,0.5,1.2,9.6
Chittagong (IAP-Patenga),1999,12,30.7,16.8,107.0,80.0,0.5,1.3,7.7
Chuadanga,1999,1,30.0,10.9,9.0,79.33333333,0.6,1.0538461540000001,5.911111111
Chuadanga,1999,2,35.1,14.8,15.44444444,73.55555556,0.6,1.0538461540000001,7.588888889
Chuadanga,1999,3,38.0,19.2,35.33333333,68.22222222,0.9,1.7923076919999998,7.733333332999999
Chuadanga,1999,4,41.0,25.5,47.11111111,70.44444444,1.7,2.7,8.1
Chuadanga,1999,5,40.0,25.6,119.1111111,74.11111111,1.3,3.792307692,7.7
Chuadanga,1999,6,40.5,25.9,225.7777778,83.0,1.3,5.315384615,5.011111111
Chuadanga,1999,7,35.5,26.1,366.8888889,87.44444444,1.0,5.892307692,4.255555556
Chuadanga,1999,8,34.6,26.0,209.5555556,86.77777778,1.0,5.546153846,5.033333333
Chuadanga,1999,9,34.5,25.6,321.44444439999995,86.88888889,1.0,5.092307691999999,5.1444444439999995
Chuadanga,1999,10,34.2,24.6,186.66666669999998,84.88888889,0.7,3.207692308,6.244444444
Chuadanga,1999,11,34.2,18.2,14.33333333,80.33333333,0.4,1.338461538,7.444444444
Chuadanga,1999,12,30.2,13.7,2.666666667,81.55555556,0.3,0.8307692308,5.8666666670000005
Comilla,1999,1,29.0,12.7,0.0,77.0,0.6,0.5,8.3
Comilla,1999,2,34.0,16.2,0.0,77.0,0.7,0.9,8.8
Comilla,1999,3,34.6,20.6,2.0,78.0,1.3,1.6,8.5
Comilla,1999,4,36.0,24.7,7.0,81.0,1.5,2.3,9.1
Comilla,1999,5,36.5,24.6,229.0,84.0,2.0,5.0,5.8
Comilla,1999,6,35.4,25.5,350.0,87.0,1.9,6.1,5.4
Comilla,1999,7,34.2,25.6,692.0,88.0,2.1,6.5,4.3
Comilla,1999,8,34.2,25.6,371.0,88.0,2.0,6.4,3.9
Comilla,1999,9,34.0,25.1,365.0,87.0,1.3,6.0,4.9
Comilla,1999,10,34.0,24.4,292.0,86.0,0.8,4.9,6.0
Comilla,1999,11,33.0,19.0,43.0,79.0,0.4,1.4,9.4
Comilla,1999,12,30.5,14.4,0.0,78.0,0.4,1.1,7.8
Cox's Bazar,1999,1,31.3,16.1,0.0,72.0,1.0,0.4,9.6
Cox's Bazar,1999,2,35.5,19.1,0.0,69.0,1.3,0.7,9.6
Cox's Bazar,1999,3,36.0,21.9,0.0,77.0,1.6,1.1,9.2
Cox's Bazar,1999,4,36.5,25.3,8.0,77.0,1.2,2.1,9.3
Cox's Bazar,1999,5,36.3,25.1,578.0,84.0,2.2,4.8,5.7
Cox's Bazar,1999,6,35.7,25.6,853.0,89.0,2.7,6.3,4.8
Cox's Bazar,1999,7,33.5,25.3,919.0,90.0,1.9,6.7,4.0
Cox's Bazar,1999,8,33.5,25.0,1134.0,91.0,1.9,7.1,3.5
Cox's Bazar,1999,9,34.0,24.9,391.0,89.0,1.2,5.6,5.5
Cox's Bazar,1999,10,35.0,24.7,277.0,86.0,0.8,4.3,7.3
Cox's Bazar,1999,11,33.4,20.6,1.0,77.0,0.6,0.6,10.7
Cox's Bazar,1999,12,33.0,17.5,124.0,77.0,0.5,1.4,8.7
Dhaka,1999,1,29.4,12.7,0.0,72.0,0.3,0.6,7.2
Dhaka,1999,2,34.2,16.5,0.0,65.0,0.4,0.9,7.5
Dhaka,1999,3,37.6,21.0,0.0,57.0,0.6,1.3,8.3
Dhaka,1999,4,37.6,26.0,21.0,69.0,0.9,3.0,8.4
Dhaka,1999,5,37.5,25.1,428.0,79.0,0.9,5.2,5.5
Dhaka,1999,6,36.6,26.5,348.0,83.0,0.8,6.1,5.0
Dhaka,1999,7,35.6,26.2,553.0,86.0,0.6,6.7,3.9
Dhaka,1999,8,34.0,26.4,282.0,84.0,0.6,6.7,3.8
Dhaka,1999,9,34.6,25.9,361.0,84.0,0.4,5.9,3.5
Dhaka,1999,10,34.6,24.5,368.0,83.0,0.3,5.1,5.2
Dhaka,1999,11,32.4,19.0,13.0,76.0,0.1,1.6,8.3
Dhaka,1999,12,29.7,14.9,0.0,71.0,0.3,0.8,7.4
Dinajpur,1999,1,28.0,10.5,0.0,79.0,0.9,0.8,7.3
Dinajpur,1999,2,32.7,14.9,0.0,74.0,0.8,0.7,7.2
Dinajpur,1999,3,36.0,17.8,0.0,61.0,0.9,0.5,8.2
Dinajpur,1999,4,39.0,23.4,68.0,78.0,0.7,2.9,6.9
Dinajpur,1999,5,36.8,23.8,367.0,84.0,0.8,4.8,5.5
Dinajpur,1999,6,37.8,26.2,283.0,86.0,0.7,5.6,6.9
Dinajpur,1999,7,35.4,26.2,403.0,87.0,0.6,6.5,2.7
Dinajpur,1999,8,35.7,25.8,587.0,89.0,0.6,6.2,4.6
Dinajpur,1999,9,34.0,25.2,589.0,88.0,0.6,5.1,3.4
Dinajpur,1999,10,33.5,23.4,234.0,87.0,0.5,3.7,5.0
Dinajpur,1999,11,31.8,17.6,5.0,81.0,0.2,0.9,6.9
Dinajpur,1999,12,29.2,13.3,0.0,80.0,0.3,0.2,8.5
Faridpur,1999,1,28.5,12.6,0.0,76.0,1.0,0.4,8.5
Faridpur,1999,2,34.4,16.0,0.0,70.0,1.0,0.6,8.8
Faridpur,1999,3,37.5,20.2,0.0,64.0,1.4,0.7,8.7
Faridpur,1999,4,38.5,25.3,59.0,75.0,2.6,2.4,8.4
Faridpur,1999,5,38.0,24.7,208.0,81.0,2.5,4.1,6.2
Faridpur,1999,6,36.7,25.8,335.0,86.0,2.3,5.3,5.2
Faridpur,1999,7,34.2,25.7,421.0,89.0,1.9,6.3,4.0
Faridpur,1999,8,32.8,25.8,452.0,87.0,1.7,6.0,3.3
Faridpur,1999,9,33.6,25.7,204.0,87.0,1.4,5.7,4.1
Faridpur,1999,10,33.6,24.7,422.0,85.0,0.9,4.5,5.8
Faridpur,1999,11,31.6,19.8,4.0,77.0,0.6,1.1,8.3
Faridpur,1999,12,29.2,15.0,0.0,78.0,0.5,0.4,7.9
Feni,1999,1,29.5,13.1,0.0,78.0,0.3,0.4,8.1
Feni,1999,2,33.9,16.2,0.0,73.0,0.4,0.9,9.2
Feni,1999,3,35.3,21.3,41.0,74.0,1.0,1.6,8.4
Feni,1999,4,35.8,25.2,4.0,76.0,1.0,2.8,7.7
Feni,1999,5,35.4,24.7,409.0,84.0,1.7,5.4,4.6
Feni,1999,6,36.1,25.5,837.0,87.0,1.3,6.7,4.2
Feni,1999,7,35.1,25.2,972.0,87.0,1.5,6.7,4.1
Feni,1999,8,34.6,25.4,571.0,87.0,1.4,6.7,3.2
Feni,1999,9,33.6,25.1,250.0,87.0,1.0,6.0,5.0
Feni,1999,10,34.4,24.2,232.0,86.0,0.6,4.8,5.2
Feni,1999,11,33.1,18.7,57.0,78.0,0.2,0.9,9.9
Feni,1999,12,30.0,15.5,32.0,78.0,0.2,1.0,8.2
Hatiya,1999,1,26.8,14.8,0.0,70.0,1.0,0.3,8.2
Hatiya,1999,2,29.7,17.2,2.0,70.0,1.2,0.8,8.2
Hatiya,1999,3,32.3,21.8,0.0,77.0,1.1,0.8,8.1
Hatiya,1999,4,32.5,24.6,11.0,81.0,1.4,1.7,8.5
Hatiya,1999,5,32.4,25.3,322.0,86.0,2.5,5.3,5.0
Hatiya,1999,6,32.2,25.7,771.0,88.0,2.7,6.2,3.7
Hatiya,1999,7,30.5,25.4,949.0,90.0,2.6,6.7,4.2
Hatiya,1999,8,31.0,25.5,736.0,91.0,1.9,6.4,3.1
Hatiya,1999,9,32.0,25.4,515.0,88.0,1.5,4.6,4.8
Hatiya,1999,10,31.7,24.6,305.0,88.0,1.4,4.9,4.9
Hatiya,1999,11,30.5,21.1,1.0,82.0,0.6,0.5,9.8
Hatiya,1999,12,27.1,16.2,34.0,83.0,0.6,1.0,7.5
Ishurdi,1999,1,28.6,10.9,0.0,75.0,0.9,0.6,8.4
Ishurdi,1999,2,34.8,14.6,0.0,68.0,1.0,0.6,9.4
Ishurdi,1999,3,38.0,18.6,0.0,56.0,1.1,0.4,9.5
Ishurdi,1999,4,40.5,25.8,2.0,68.0,2.0,2.3,8.5
Ishurdi,1999,5,38.7,24.8,203.0,78.0,1.8,4.6,6.3
Ishurdi,1999,6,37.8,26.2,386.0,84.0,1.6,5.9,5.0
Ishurdi,1999,7,34.5,25.9,407.0,90.0,1.3,6.6,3.6
Ishurdi,1999,8,34.4,26.1,249.0,88.0,1.5,6.6,3.3
Ishurdi,1999,9,34.5,25.6,297.0,89.0,1.3,6.1,4.1
Ishurdi,1999,10,34.0,24.2,205.0,85.0,0.9,4.2,6.5
Ishurdi,1999,11,33.0,18.5,3.0,78.0,0.5,1.3,8.5
Ishurdi,1999,12,29.2,13.6,0.0,78.0,0.5,0.4,7.8
Jessore,1999,1,30.0,11.2,0.0,78.0,0.7,0.6,7.6
Jessore,1999,2,34.0,15.2,0.0,73.0,1.0,0.7,8.3
Jessore,1999,3,38.4,19.9,0.0,67.0,1.8,1.0,9.0
Jessore,1999,4,41.0,25.1,22.0,73.0,3.3,2.8,8.8
Jessore,1999,5,39.2,25.5,141.0,78.0,3.4,5.2,6.7
Jessore,1999,6,38.4,26.1,244.0,83.0,3.0,5.8,5.0
Jessore,1999,7,35.0,25.8,356.0,89.0,2.6,6.5,4.6
Jessore,1999,8,35.2,25.9,251.0,88.0,2.3,6.5,4.9
Jessore,1999,9,34.9,25.5,301.0,88.0,1.8,6.2,5.1
Jessore,1999,10,34.4,24.2,151.0,86.0,0.9,5.2,6.6
Jessore,1999,11,33.4,17.8,1.0,80.0,0.7,1.4,8.3
Jessore,1999,12,29.8,13.7,0.0,79.0,0.6,0.5,3.6
Khepupara,1999,1,30.0,13.4,0.0,76.0,0.6,0.5,7.7
Khepupara,1999,2,34.0,16.9,0.0,73.0,0.8,0.9,8.1
Khepupara,1999,3,35.6,22.1,1.0,77.0,1.5,1.0,7.8
Khepupara,1999,4,34.6,26.0,27.0,78.0,2.9,2.5,8.7
Khepupara,1999,5,35.0,25.6,458.0,84.0,2.9,4.9,5.3
Khepupara,1999,6,36.2,26.1,734.0,87.0,2.6,5.8,4.2
Khepupara,1999,7,32.2,25.9,768.0,90.0,2.6,6.4,3.7
Khepupara,1999,8,32.6,25.6,535.0,89.0,2.8,6.5,3.8
Khepupara,1999,9,34.2,25.3,520.0,90.0,1.9,5.9,4.8
Khepupara,1999,10,33.4,24.6,260.0,88.0,1.6,4.9,4.9
Khepupara,1999,11,32.0,19.7,5.0,80.0,0.6,0.9,8.5
Khepupara,1999,12,29.8,15.9,6.0,79.0,0.5,0.9,7.2
Khulna,1999,1,30.4,12.5,0.0,77.0,0.8,0.5,8.7
Khulna,1999,2,34.5,15.8,0.0,73.0,0.8,0.9,9.1
Khulna,1999,3,38.7,21.1,0.0,67.0,1.1,0.8,8.6
Khulna,1999,4,37.2,25.9,14.0,73.0,2.3,2.6,9.3
Khulna,1999,5,37.5,25.4,172.0,83.0,1.9,4.6,6.8
Khulna,1999,6,37.6,26.0,185.0,85.0,1.5,5.3,4.6
Khulna,1999,7,34.7,25.8,420.0,89.0,1.2,6.3,3.9
Khulna,1999,8,34.6,26.1,371.0,87.0,1.1,5.9,3.3
Khulna,1999,9,34.8,25.8,374.0,89.0,1.0,5.8,4.3
Khulna,1999,10,34.5,24.6,160.0,87.0,0.7,4.8,6.1
Khulna,1999,11,33.0,19.2,14.0,79.0,0.3,1.1,9.5
Khulna,1999,12,30.2,14.6,0.0,79.0,0.3,0.6,8.3
Kutubdia,1999,1,27.8,15.6,0.0,77.0,1.4,0.5,9.4
Kutubdia,1999,2,32.2,18.4,0.0,82.0,1.3,1.0,9.7
Kutubdia,1999,3,32.5,21.4,0.0,86.0,1.8,0.9,9.6
Kutubdia,1999,4,34.6,25.7,0.0,84.0,1.7,2.0,9.4
Kutubdia,1999,5,35.3,25.7,410.0,87.0,2.7,4.7,5.3
Kutubdia,1999,6,33.6,25.9,648.0,87.0,2.9,5.9,4.4
Kutubdia,1999,7,32.4,25.7,602.0,87.0,2.6,6.3,3.8
Kutubdia,1999,8,33.4,25.4,821.0,90.0,3.3,6.6,3.2
Kutubdia,1999,9,33.0,25.3,314.0,87.0,1.7,5.2,6.2
Kutubdia,1999,10,33.2,24.9,262.0,85.0,1.1,4.2,7.0
Kutubdia,1999,11,32.2,20.7,34.0,75.0,0.7,0.7,10.9
Kutubdia,1999,12,30.8,17.8,66.0,78.0,0.7,1.1,9.0
Madaripur,1999,1,29.2,13.0,0.0,79.0,0.4,0.6,6.7
Madaripur,1999,2,30.2,16.2,0.0,74.0,0.4,1.0,7.2
Madaripur,1999,3,34.2,20.8,0.0,70.0,0.7,1.3,7.8
Madaripur,1999,4,35.1,25.4,9.0,77.0,1.3,2.8,7.5
Madaripur,1999,5,34.4,25.3,236.0,84.0,1.0,4.6,5.1
Madaripur,1999,6,34.3,26.2,314.0,87.0,0.9,5.9,4.2
Madaripur,1999,7,34.8,25.9,592.0,88.0,0.9,6.4,2.9
Madaripur,1999,8,34.5,26.3,357.0,87.0,0.7,6.4,2.2
Madaripur,1999,9,34.1,26.0,191.0,87.0,0.5,5.8,2.9
Madaripur,1999,10,35.3,25.0,384.0,86.0,0.3,4.9,4.2
Madaripur,1999,11,32.6,19.9,16.0,80.0,0.1,1.2,7.7
Madaripur,1999,12,29.5,15.1,0.0,81.0,0.1,0.5,5.3
Maijdee Court,1999,1,28.8,14.4,0.0,78.0,0.8,0.4,8.6
Maijdee Court,1999,2,33.3,17.2,0.0,76.0,0.7,0.9,9.3
Maijdee Court,1999,3,35.2,21.2,0.0,77.0,0.9,1.3,8.9
Maijdee Court,1999,4,37.0,24.7,20.0,78.0,1.0,2.1,9.4
Maijdee Court,1999,5,36.4,25.0,427.0,84.0,1.7,4.8,5.7
Maijdee Court,1999,6,35.0,25.6,645.0,87.0,1.8,6.0,3.5
Maijdee Court,1999,7,34.8,25.6,690.0,88.0,1.7,6.6,3.4
Maijdee Court,1999,8,34.0,25.7,648.0,89.0,1.9,6.8,2.9
Maijdee Court,1999,9,33.5,25.6,631.0,88.0,1.3,6.2,4.6
Maijdee Court,1999,10,34.0,24.9,233.0,87.0,0.8,5.0,5.2
Maijdee Court,1999,11,32.4,21.0,0.0,80.0,0.4,1.0,9.5
Maijdee Court,1999,12,29.0,16.8,8.0,81.0,0.5,1.1,8.0
Mongla,1999,1,30.2,14.1,1.0,74.0,1.4,0.6,7.130769231
Mongla,1999,2,34.8,17.9,0.0,70.0,1.3,1.1,8.207692308
Mongla,1999,3,37.6,22.6,0.0,71.0,1.6,0.9,8.330769231
Mongla,1999,4,37.8,26.2,25.0,78.0,2.4,2.3,8.676923077
Mongla,1999,5,37.8,25.8,202.0,82.0,2.3,4.5,7.338461538
Mongla,1999,6,37.4,26.4,262.0,86.0,2.0,5.2,4.223076923
Mongla,1999,7,35.4,26.0,435.0,89.0,1.8,6.0,3.992307692
Mongla,1999,8,34.0,26.1,442.0,89.0,1.8,5.9,4.369230769
Mongla,1999,9,33.5,25.8,479.0,90.0,1.7,5.6,4.746153846
Mongla,1999,10,33.5,24.9,321.0,88.0,1.2,4.7,6.723076923
Mongla,1999,11,31.2,20.3,12.0,78.0,0.8,1.3,7.653846154
Mongla,1999,12,29.0,16.5,0.0,77.0,0.7,0.8,7.038461538
Mymensingh,1999,1,28.5,12.0,0.0,76.0,0.8,0.5,7.8
Mymensingh,1999,2,32.4,16.0,0.0,72.0,0.6,0.7,8.7
Mymensingh,1999,3,34.4,19.0,1.0,69.0,1.1,0.8,8.5
Mymensingh,1999,4,36.2,24.5,108.0,78.0,2.0,3.0,7.2
Mymensingh,1999,5,35.5,24.1,415.0,83.0,2.0,5.3,4.9
Mymensingh,1999,6,35.7,26.0,211.0,86.0,1.8,5.8,3.9
Mymensingh,1999,7,36.0,26.1,401.0,88.0,1.7,6.4,3.3
Mymensingh,1999,8,34.4,26.1,349.0,88.0,1.9,6.3,3.8
Mymensingh,1999,9,34.4,25.9,175.0,88.0,1.4,5.2,3.8
Mymensingh,1999,10,34.0,24.0,513.0,87.0,1.0,4.4,4.8
Mymensingh,1999,11,33.2,18.3,1.0,81.0,0.4,1.2,9.0
Mymensingh,1999,12,30.0,14.1,0.0,81.0,0.6,0.5,8.7
Patuakhali,1999,1,29.6,13.6,0.0,79.0,0.5,0.4,7.3
Patuakhali,1999,2,34.6,16.9,0.0,72.0,0.6,1.2,7.8
Patuakhali,1999,3,37.8,21.6,0.0,73.0,0.8,1.5,6.9
Patuakhali,1999,4,36.2,25.1,8.0,77.0,1.6,3.1,7.2
Patuakhali,1999,5,36.8,25.5,332.0,85.0,1.8,5.3,4.4
Patuakhali,1999,6,36.5,25.9,479.0,89.0,1.6,6.1,2.7
Patuakhali,1999,7,34.7,25.8,749.0,91.0,1.3,6.7,3.2
Patuakhali,1999,8,34.2,25.8,588.0,91.0,0.9,6.7,2.1
Patuakhali,1999,9,34.2,25.6,417.0,90.0,1.0,6.0,3.1
Patuakhali,1999,10,34.6,24.8,231.0,89.0,0.9,4.7,4.9
Patuakhali,1999,11,32.7,19.8,5.0,82.0,0.3,1.3,7.9
Patuakhali,1999,12,29.3,15.6,8.0,81.0,0.3,1.1,6.6
Rajshahi,1999,1,28.5,11.2,0.0,78.0,1.0,0.5,8.2
Rajshahi,1999,2,34.3,14.1,0.0,72.0,0.9,0.7,9.5
Rajshahi,1999,3,38.7,17.8,0.0,58.0,0.9,0.4,9.7
Rajshahi,1999,4,41.8,25.7,9.0,69.0,1.5,2.5,8.4
Rajshahi,1999,5,39.8,24.9,144.0,80.0,1.6,4.4,6.7
Rajshahi,1999,6,39.7,26.3,348.0,84.0,1.3,5.6,5.2
Rajshahi,1999,7,34.9,25.9,349.0,90.0,1.1,6.6,4.2
Rajshahi,1999,8,35.0,26.0,354.0,90.0,1.0,6.6,4.2
Rajshahi,1999,9,34.2,25.6,502.0,90.0,1.2,5.8,5.0
Rajshahi,1999,10,33.1,24.3,155.0,87.0,0.7,4.0,7.0
Rajshahi,1999,11,32.5,18.2,1.0,80.0,0.4,1.3,8.7
Rajshahi,1999,12,29.1,14.1,0.0,78.0,0.7,0.5,7.9
Rangamati,1999,1,29.8,13.0,0.0,76.0,0.9,0.6,9.2
Rangamati,1999,2,35.2,15.9,0.0,67.0,0.6,1.2,9.9
Rangamati,1999,3,37.0,20.3,3.0,66.0,1.4,1.7,9.1
Rangamati,1999,4,38.2,24.7,0.0,70.0,1.8,3.1,9.0
Rangamati,1999,5,38.0,24.6,379.0,82.0,1.6,5.8,5.3
Rangamati,1999,6,36.0,24.7,840.0,88.0,1.5,6.6,3.8
Rangamati,1999,7,35.0,24.9,590.0,88.0,1.2,6.8,3.7
Rangamati,1999,8,34.4,24.7,474.0,88.0,1.1,6.8,2.6
Rangamati,1999,9,34.6,24.4,201.0,86.0,0.7,5.8,5.4
Rangamati,1999,10,34.5,23.9,149.0,86.0,0.3,4.8,5.9
Rangamati,1999,11,32.0,18.9,3.0,83.0,0.2,1.7,9.7
Rangamati,1999,12,29.8,15.6,115.0,84.0,0.3,2.0,7.4
Rangpur,1999,1,28.0,11.2,0.0,80.0,0.9,0.8,7.6
Rangpur,1999,2,31.9,15.0,0.0,77.0,0.7,0.5,8.8
Rangpur,1999,3,33.8,17.2,7.0,67.0,1.1,0.6,9.1
Rangpur,1999,4,36.0,23.0,228.0,82.0,1.5,3.9,6.1
Rangpur,1999,5,36.6,23.9,336.0,84.0,1.5,5.3,6.1
Rangpur,1999,6,36.7,26.0,447.0,86.0,1.2,6.0,4.4
Rangpur,1999,7,35.5,26.2,436.0,88.0,1.4,6.6,4.3
Rangpur,1999,8,35.0,25.7,829.0,89.0,1.3,6.5,4.1
Rangpur,1999,9,34.0,25.2,337.0,87.0,1.5,5.0,5.5
Rangpur,1999,10,33.4,23.5,303.0,87.0,1.4,4.2,6.6
Rangpur,1999,11,31.8,18.2,8.0,80.0,0.6,1.3,9.1
Rangpur,1999,12,28.5,14.1,0.0,78.0,1.1,0.3,9.1
Sandwip,1999,1,30.6,15.0,0.0,80.0,0.8,0.5,8.7
Sandwip,1999,2,33.6,18.5,0.0,76.0,0.8,1.2,9.5
Sandwip,1999,3,34.6,22.7,0.0,79.0,1.5,1.7,9.5
Sandwip,1999,4,36.6,26.0,14.0,82.0,1.7,2.5,9.7
Sandwip,1999,5,36.1,25.1,582.0,87.0,1.5,5.3,5.7
Sandwip,1999,6,39.3,25.9,768.0,92.0,1.5,6.5,4.3
Sandwip,1999,7,33.6,25.5,964.0,93.0,1.4,6.9,4.3
Sandwip,1999,8,32.3,25.6,956.0,92.0,1.4,7.0,3.7
Sandwip,1999,9,33.1,25.4,410.0,90.0,1.3,6.1,6.1
Sandwip,1999,10,34.6,25.0,363.0,90.0,1.1,4.8,5.8
Sandwip,1999,11,34.7,21.0,0.0,81.0,0.6,1.2,10.1
Sandwip,1999,12,29.6,17.2,42.0,82.0,0.2,1.2,8.6
Satkhira,1999,1,30.0,11.1,0.0,77.0,0.6,0.5,8.4
Satkhira,1999,2,34.6,15.3,0.0,72.0,0.6,1.0,8.7
Satkhira,1999,3,38.0,20.4,0.0,69.0,0.7,0.8,9.2
Satkhira,1999,4,37.8,25.0,28.0,74.0,1.5,2.3,9.6
Satkhira,1999,5,38.0,24.5,272.0,79.0,1.4,4.5,7.4
Satkhira,1999,6,37.6,25.2,217.0,83.0,1.1,5.1,5.0
Satkhira,1999,7,34.5,24.5,291.0,87.0,1.0,6.2,4.0
Satkhira,1999,8,34.2,24.6,332.0,87.0,0.8,6.0,3.4
Satkhira,1999,9,34.4,24.2,361.0,88.0,0.6,5.9,3.8
Satkhira,1999,10,34.2,22.9,111.0,85.0,0.7,4.6,5.3
Satkhira,1999,11,32.4,16.6,4.0,78.0,0.4,1.2,8.9
Satkhira,1999,12,29.7,12.3,0.0,78.0,0.5,0.5,8.7
Sitakunda,1999,1,30.2,11.4,0.0,79.0,0.7,0.6,5.6
Sitakunda,1999,2,35.7,14.6,0.0,73.0,0.6,1.3,6.0
Sitakunda,1999,3,36.2,20.3,0.0,76.0,1.6,1.8,6.7
Sitakunda,1999,4,36.2,25.2,4.0,79.0,1.6,2.4,7.6
