st,yr,mn,max_temp,min_temp,rain,rel_hum,wind,cloud,sun
Sylhet,2006,6,35.8,24.5,1288.0,87.0,1.6,6.6,3.5
Sylhet,2006,7,37.2,26.3,436.0,83.0,1.7,7.0,4.5
Sylhet,2006,8,37.5,25.8,424.0,81.0,1.5,6.4,6.9
Sylhet,2006,9,36.4,25.3,288.0,83.0,1.3,5.9,5.1
Sylhet,2006,10,35.0,23.6,72.0,79.0,1.0,3.9,7.2
Sylhet,2006,11,33.4,19.6,12.0,77.0,1.0,3.3,6.6
Sylhet,2006,12,30.2,14.9,3.0,73.0,1.1,0.7,7.2
Tangail,2006,1,28.4,11.5,0.0,81.0,0.3,0.8,6.6
Tangail,2006,2,35.4,17.6,0.0,75.0,0.3,0.6,7.7
Tangail,2006,3,38.4,19.1,0.0,65.0,0.3,1.7,8.4
Tangail,2006,4,37.0,22.4,96.0,77.0,0.9,3.4,7.6
Tangail,2006,5,37.2,24.1,286.0,79.0,0.9,4.6,6.5
Tangail,2006,6,35.6,25.9,301.0,87.0,0.9,6.0,2.4
Tangail,2006,7,36.4,26.4,247.0,85.0,1.1,6.0,4.5
Tangail,2006,8,36.2,25.9,171.0,84.0,0.9,5.5,5.5
Tangail,2006,9,36.2,25.5,1193.0,86.0,0.8,5.2,5.5
Tangail,2006,10,34.8,23.6,31.0,83.0,0.2,3.1,6.7
Tangail,2006,11,31.7,18.5,0.0,81.0,0.2,2.2,6.3
Tangail,2006,12,29.5,13.4,0.0,81.0,0.2,0.3,6.8
Teknaf,2006,1,29.7,14.7,0.0,75.0,0.4,0.6,9.2
Teknaf,2006,2,31.0,17.5,0.0,78.0,0.5,0.6,8.7
Teknaf,2006,3,36.1,21.1,0.0,73.0,0.1,1.6,8.5
Teknaf,2006,4,34.4,24.3,31.0,78.0,0.1,2.1,8.8
Teknaf,2006,5,34.0,25.4,724.0,83.0,0.1,2.9,6.6
Teknaf,2006,6,33.0,26.1,491.0,88.0,0.9,6.0,4.1
Teknaf,2006,7,32.7,25.5,1650.0,91.0,1.3,6.7,2.6
Teknaf,2006,8,32.6,24.9,732.0,90.0,1.8,7.2,4.0
Teknaf,2006,9,33.1,25.3,824.0,88.0,1.2,5.7,5.1
Teknaf,2006,10,33.2,25.2,237.0,85.0,0.3,3.6,7.6
Teknaf,2006,11,33.5,21.4,43.0,78.0,0.6,1.6,8.1
Teknaf,2006,12,29.7,16.2,0.0,72.0,0.6,3.1,8.2
Barisal,2005,1,29.5,12.5,11.0,87.0,0.4,1.5,7.2
Barisal,2005,2,33.6,16.9,0.0,78.0,0.7,1.2,8.8
Barisal,2005,3,36.0,22.1,138.0,83.0,0.9,3.5,7.5
Barisal,2005,4,36.5,24.6,26.0,80.0,0.8,3.7,9.1
Barisal,2005,5,36.0,25.4,85.0,83.0,1.3,4.8,8.0
Barisal,2005,6,36.5,27.1,326.0,88.0,0.9,6.1,4.4
Barisal,2005,7,33.2,25.9,463.0,93.0,1.3,6.6,4.5
Barisal,2005,8,35.5,26.2,302.0,93.0,0.9,6.9,2.9
Barisal,2005,9,35.2,26.0,174.0,89.0,0.8,6.0,4.2
Barisal,2005,10,35.0,24.3,415.0,89.0,0.5,4.9,5.3
Barisal,2005,11,32.0,18.4,0.0,85.0,0.3,1.6,7.9
Barisal,2005,12,30.0,14.0,3.0,84.0,0.4,1.6,7.8
Bhola,2005,1,29.2,12.7,7.0,81.0,0.3,1.7,7.2
Bhola,2005,2,32.5,17.2,0.0,75.0,0.5,1.2,8.7
Bhola,2005,3,35.2,22.2,106.0,80.0,0.9,3.1,7.5
Bhola,2005,4,36.2,24.5,63.0,78.0,0.7,2.7,9.1
Bhola,2005,5,35.4,25.2,87.0,81.0,1.0,3.7,8.1
Bhola,2005,6,35.6,27.0,181.0,86.0,0.9,4.9,4.1
Bhola,2005,7,33.5,25.7,860.0,89.0,1.1,5.6,4.5
Bhola,2005,8,34.8,25.9,460.0,91.0,0.7,6.1,2.7
Bhola,2005,9,34.8,25.9,197.0,88.0,0.5,5.2,4.4
Bhola,2005,10,34.6,24.5,397.0,89.0,0.3,3.8,5.5
Bhola,2005,11,31.7,18.8,0.0,85.0,0.2,1.4,7.8
Bhola,2005,12,29.5,14.5,8.0,83.0,0.3,1.5,7.9
Bogra,2005,1,27.0,12.1,5.0,79.0,0.6,2.0,5.6
Bogra,2005,2,31.7,16.0,9.0,68.0,1.0,1.2,8.3
Bogra,2005,3,34.4,20.6,58.0,73.0,1.2,2.7,7.0
Bogra,2005,4,36.0,22.8,72.0,73.0,1.5,2.9,7.8
Bogra,2005,5,38.7,23.2,138.0,76.0,1.7,4.3,6.5
Bogra,2005,6,37.7,26.3,130.0,78.0,1.6,4.8,4.9
Bogra,2005,7,34.5,26.2,471.0,84.0,1.2,5.6,4.0
Bogra,2005,8,35.4,26.7,328.0,85.0,1.0,5.8,4.0
Bogra,2005,9,36.6,26.2,356.0,83.0,0.8,4.7,5.5
Bogra,2005,10,34.2,23.5,523.0,85.0,0.7,4.6,4.8
Bogra,2005,11,32.0,18.1,0.0,80.0,0.4,1.2,7.7
Bogra,2005,12,29.8,13.9,1.0,75.0,0.4,0.9,8.6
Chandpur,2005,1,28.0,14.4,7.0,81.0,0.2,1.5,5.7
Chandpur,2005,2,31.5,18.0,0.0,74.0,0.5,1.4,7.1
Chandpur,2005,3,34.2,22.4,122.0,80.0,0.7,3.3,6.2
Chandpur,2005,4,35.5,24.2,91.0,81.0,0.8,3.1,7.7
Chandpur,2005,5,35.7,24.9,115.0,82.0,0.7,4.2,7.1
Chandpur,2005,6,36.7,26.8,31.0,85.0,0.7,5.3,3.9
Chandpur,2005,7,33.7,26.0,344.0,88.0,0.6,6.2,4.1
Chandpur,2005,8,33.6,26.4,318.0,89.0,0.4,6.6,3.4
Chandpur,2005,9,34.5,26.1,149.0,87.0,0.3,6.3,4.7
Chandpur,2005,10,34.2,25.0,360.0,86.0,0.1,5.1,6.3
Chandpur,2005,11,31.4,20.2,0.0,81.0,0.2,1.1,7.9
Chandpur,2005,12,29.8,16.5,2.0,79.0,0.3,1.0,7.9
Chittagong (IAP-Patenga),2005,1,32.8,14.5,5.0,70.0,0.5,1.4,7.8
Chittagong (IAP-Patenga),2005,2,33.0,18.4,0.0,67.0,1.2,1.4,6.5
Chittagong (IAP-Patenga),2005,3,33.6,22.2,57.0,77.0,1.5,3.6,6.2
Chittagong (IAP-Patenga),2005,4,37.8,24.5,121.0,76.0,1.2,2.9,7.3
Chittagong (IAP-Patenga),2005,5,35.5,24.7,148.0,77.0,1.4,4.0,6.7
Chittagong (IAP-Patenga),2005,6,35.8,26.9,233.0,83.0,1.1,5.8,4.9
Chittagong (IAP-Patenga),2005,7,34.0,25.6,596.0,87.0,0.9,5.9,4.3
Chittagong (IAP-Patenga),2005,8,34.3,25.5,654.0,91.0,0.6,7.0,6.2
Chittagong (IAP-Patenga),2005,9,35.6,25.5,386.0,87.0,0.4,5.7,5.0
Chittagong (IAP-Patenga),2005,10,35.3,24.7,100.0,87.0,0.3,3.9,5.7
Chittagong (IAP-Patenga),2005,11,34.0,19.5,23.0,83.0,0.2,1.2,6.5
Chittagong (IAP-Patenga),2005,12,31.8,17.1,8.0,80.0,0.3,1.9,6.0
Chuadanga,2005,1,28.2,11.9,5.0,79.0,0.4,2.3,6.1
Chuadanga,2005,2,33.6,16.0,2.0,69.0,0.7,1.3,8.6
Chuadanga,2005,3,38.8,20.8,112.0,69.0,1.0,2.5,8.2
Chuadanga,2005,4,40.7,24.1,22.0,70.0,1.0,2.5,9.1
Chuadanga,2005,5,40.1,25.8,57.0,73.0,1.0,3.5,8.1
Chuadanga,2005,6,43.0,26.6,109.0,76.0,1.0,5.0,5.7
Chuadanga,2005,7,34.3,26.2,281.0,87.0,0.9,6.2,4.1
Chuadanga,2005,8,36.2,26.4,165.0,87.0,0.7,5.8,4.0
Chuadanga,2005,9,35.7,26.0,153.0,85.0,0.7,5.0,6.2
Chuadanga,2005,10,34.2,23.4,572.0,88.0,0.5,4.6,4.8
Chuadanga,2005,11,31.7,16.9,0.0,81.0,0.3,0.8,8.0
Chuadanga,2005,12,28.2,12.5,4.0,78.0,0.4,0.8,7.9
Comilla,2005,1,28.6,12.4,6.0,78.0,0.9,1.9,7.1
Comilla,2005,2,32.3,16.4,2.0,77.0,1.4,1.7,8.5
Comilla,2005,3,32.8,21.1,249.0,83.0,1.9,3.7,7.1
Comilla,2005,4,36.4,22.7,157.0,80.0,1.6,3.6,8.6
Comilla,2005,5,35.4,23.5,193.0,80.0,1.8,4.4,8.0
Comilla,2005,6,35.8,26.1,259.0,85.0,1.9,5.5,5.3
Comilla,2005,7,34.8,25.5,403.0,86.0,1.9,6.0,5.0
Comilla,2005,8,34.8,25.5,410.0,88.0,1.9,6.4,3.9
Comilla,2005,9,34.8,25.4,395.0,86.0,1.0,5.9,5.3
Comilla,2005,10,34.4,24.2,349.0,85.0,0.8,4.8,5.9
Comilla,2005,11,32.2,18.1,0.0,80.0,0.5,1.6,8.0
Comilla,2005,12,30.8,14.0,1.0,77.0,0.8,1.3,8.0
Cox's Bazar,2005,1,29.5,15.9,6.0,71.0,1.3,0.5,7.8
Cox's Bazar,2005,2,32.5,19.2,0.0,72.0,1.7,0.5,9.2
Cox's Bazar,2005,3,33.2,22.3,27.0,79.0,2.3,1.9,8.8
Cox's Bazar,2005,4,37.5,24.8,113.0,77.0,1.9,1.9,10.1
Cox's Bazar,2005,5,35.0,25.9,178.0,76.0,2.3,2.6,9.1
Cox's Bazar,2005,6,35.4,26.5,848.0,85.0,2.7,5.3,5.1
Cox's Bazar,2005,7,33.0,25.5,608.0,88.0,2.5,6.0,4.3
Cox's Bazar,2005,8,32.6,25.4,957.0,91.0,2.5,7.2,2.8
Cox's Bazar,2005,9,34.6,25.4,342.0,87.0,1.7,5.9,5.8
Cox's Bazar,2005,10,34.4,25.1,257.0,82.0,1.0,3.9,7.3
Cox's Bazar,2005,11,32.5,20.8,23.0,77.0,0.8,1.4,9.1
Cox's Bazar,2005,12,31.5,19.4,25.0,78.0,1.0,2.6,7.1
Dhaka,2005,1,28.5,14.2,1.0,69.0,0.9,1.9,6.3
Dhaka,2005,2,32.1,18.3,3.0,61.0,1.1,1.7,7.9
Dhaka,2005,3,35.6,22.4,155.0,67.0,1.5,3.5,7.0
Dhaka,2005,4,37.0,24.1,91.0,67.0,1.5,3.9,8.4
Dhaka,2005,5,36.4,24.2,291.0,74.0,1.9,4.6,7.8
Dhaka,2005,6,36.6,26.8,259.0,80.0,1.5,5.4,3.2
Dhaka,2005,7,33.7,25.8,542.0,82.0,1.5,6.5,4.0
Dhaka,2005,8,34.0,26.7,361.0,83.0,1.1,6.7,3.5
Dhaka,2005,9,35.1,26.0,514.0,82.0,0.8,5.9,4.8
Dhaka,2005,10,34.6,24.4,417.0,81.0,0.8,5.0,4.6
Dhaka,2005,11,31.4,19.8,3.0,73.0,0.4,1.5,6.6
Dhaka,2005,12,29.0,15.7,0.0,67.0,0.6,1.3,7.0
Dinajpur,2005,1,26.3,10.9,9.0,81.0,0.3,2.0,5.9
Dinajpur,2005,2,31.4,14.6,15.0,72.0,0.6,1.6,7.8
Dinajpur,2005,3,33.6,19.3,37.0,75.0,0.5,2.8,7.2
Dinajpur,2005,4,35.5,21.7,89.0,77.0,0.6,3.2,7.5
Dinajpur,2005,5,37.0,23.1,255.0,81.0,0.7,4.8,6.0
Dinajpur,2005,6,40.0,25.3,474.0,82.0,0.8,5.4,5.4
Dinajpur,2005,7,35.0,26.1,507.0,85.0,0.6,6.2,4.7
Dinajpur,2005,8,35.5,26.5,597.0,87.0,0.5,6.9,3.1
Dinajpur,2005,9,35.8,26.4,222.0,83.0,0.4,4.8,6.7
Dinajpur,2005,10,33.2,22.3,770.0,86.0,0.5,4.4,5.6
Dinajpur,2005,11,31.0,16.3,0.0,82.0,0.3,0.6,8.9
Dinajpur,2005,12,27.8,12.2,0.0,78.0,0.3,0.6,9.3
Faridpur,2005,1,27.6,12.9,8.0,78.0,0.7,2.1,6.9
Faridpur,2005,2,32.5,17.1,7.0,71.0,0.8,1.5,8.6
Faridpur,2005,3,36.8,21.7,136.0,71.0,1.4,3.2,7.5
Faridpur,2005,4,38.4,24.2,13.0,71.0,1.6,3.1,9.0
Faridpur,2005,5,37.7,24.8,68.0,77.0,1.5,3.8,7.9
Faridpur,2005,6,37.0,26.5,233.0,83.0,1.4,5.1,6.1
Faridpur,2005,7,33.2,26.1,384.0,87.0,0.9,6.1,4.3
Faridpur,2005,8,34.7,26.6,276.0,88.0,0.7,6.2,3.7
Faridpur,2005,9,35.2,26.3,167.0,85.0,0.6,5.5,5.5
Faridpur,2005,10,34.5,24.2,357.0,86.0,0.4,4.7,5.0
Faridpur,2005,11,31.8,18.8,0.0,80.0,0.6,1.5,8.0
Faridpur,2005,12,28.6,14.5,1.0,77.0,0.9,1.3,8.5
Feni,2005,1,29.6,12.7,11.0,78.0,0.1,0.8,6.9
Feni,2005,2,31.1,16.6,0.0,75.0,0.4,1.3,8.3
Feni,2005,3,32.7,20.1,0.0,79.0,0.7,3.2,6.4
Feni,2005,4,35.6,22.9,188.0,81.0,0.7,4.6,8.2
Feni,2005,5,34.8,23.9,331.0,84.0,0.9,5.3,7.0
Feni,2005,6,36.5,26.4,292.0,88.0,1.3,6.2,4.9
Feni,2005,7,34.0,25.6,784.0,90.0,1.2,6.9,4.5
Feni,2005,8,34.1,25.5,615.0,87.0,1.1,5.7,2.6
Feni,2005,9,34.8,25.7,279.0,86.0,0.4,3.7,5.3
Feni,2005,10,34.5,24.4,346.0,82.0,0.3,0.9,6.5
Feni,2005,11,32.1,19.2,22.0,79.0,0.0,0.9,8.5
Feni,2005,12,30.1,14.8,0.0,79.0,0.1,0.7,7.7
Hatiya,2005,1,29.5,13.1,0.0,76.0,0.6,1.3,8.0
Hatiya,2005,2,32.9,17.3,0.0,76.0,0.7,0.6,9.0
Hatiya,2005,3,34.6,21.8,84.0,83.0,1.7,3.1,6.9
Hatiya,2005,4,35.7,24.1,145.0,82.0,1.6,2.1,9.0
Hatiya,2005,5,35.5,24.9,85.0,81.0,2.0,3.3,7.9
Hatiya,2005,6,35.0,26.9,420.0,85.0,2.7,5.7,4.3
Hatiya,2005,7,32.5,25.8,872.0,89.0,3.0,5.5,4.7
Hatiya,2005,8,33.0,25.3,1311.0,91.0,2.3,6.4,2.8
Hatiya,2005,9,34.5,25.8,275.0,88.0,1.6,5.3,5.0
Hatiya,2005,10,34.2,24.8,608.0,87.0,1.0,3.9,6.3
Hatiya,2005,11,30.8,19.2,5.0,83.0,0.6,1.0,8.9
Hatiya,2005,12,29.5,16.1,9.0,80.0,0.6,1.5,7.9
Ishurdi,2005,1,27.0,11.4,14.0,82.0,1.0,2.1,5.8
Ishurdi,2005,2,32.5,15.4,3.0,72.0,1.3,1.4,8.4
Ishurdi,2005,3,37.0,20.1,75.0,69.0,1.4,2.6,7.7
Ishurdi,2005,4,38.5,23.5,13.0,68.0,1.6,2.8,8.7
Ishurdi,2005,5,40.0,24.5,89.0,75.0,1.6,4.2,7.7
Ishurdi,2005,6,42.0,26.1,199.0,79.0,1.6,5.0,6.2
Ishurdi,2005,7,35.0,26.1,378.0,86.0,1.4,6.2,4.5
Ishurdi,2005,8,36.5,26.5,246.0,86.0,1.0,6.5,4.0
Ishurdi,2005,9,36.0,26.1,137.0,85.0,0.9,5.4,5.4
Ishurdi,2005,10,33.8,23.4,664.0,86.0,0.8,4.8,5.1
Ishurdi,2005,11,32.2,17.4,0.0,81.0,0.6,1.0,7.7
Ishurdi,2005,12,28.4,12.9,1.0,76.0,0.9,1.1,8.1
Jessore,2005,1,29.2,11.8,33.0,82.0,0.4,1.6,5.8
Jessore,2005,2,33.2,15.9,16.0,76.0,0.8,1.3,7.7
Jessore,2005,3,37.4,20.5,129.0,75.0,1.7,2.8,7.1
Jessore,2005,4,40.5,23.7,31.0,74.0,2.3,2.7,7.7
Jessore,2005,5,39.8,25.5,59.0,76.0,2.8,3.9,7.8
Jessore,2005,6,41.8,26.6,141.0,80.0,2.3,4.6,5.3
Jessore,2005,7,35.4,25.8,546.0,87.0,1.9,6.0,3.8
Jessore,2005,8,36.5,26.1,115.0,86.0,1.1,5.8,3.2
Jessore,2005,9,36.0,25.8,194.0,85.0,1.4,5.4,4.4
Jessore,2005,10,35.6,23.5,412.0,88.0,0.8,4.6,4.1
Jessore,2005,11,32.5,16.7,2.0,81.0,0.2,1.0,7.1
Jessore,2005,12,29.8,12.6,0.0,79.0,0.2,0.8,7.4
Khepupara,2005,1,29.1,12.5,95.0,78.0,0.6,1.1,6.3
Khepupara,2005,2,34.0,18.0,0.0,76.0,1.0,0.8,8.0
Khepupara,2005,3,35.7,22.7,93.0,80.0,1.6,2.3,7.3
Khepupara,2005,4,36.0,25.3,6.0,77.0,2.1,2.2,9.0
Khepupara,2005,5,35.4,25.8,166.0,80.0,2.7,3.8,8.0
Khepupara,2005,6,36.7,27.4,473.0,85.0,2.4,5.7,3.7
Khepupara,2005,7,33.3,26.1,1000.0,89.0,2.4,6.0,5.1
Khepupara,2005,8,34.5,26.2,489.0,89.0,1.5,6.6,2.6
Khepupara,2005,9,34.5,25.8,475.0,89.0,1.6,5.7,3.5
Khepupara,2005,10,34.3,24.7,534.0,88.0,0.6,4.3,5.0
Khepupara,2005,11,30.6,19.1,1.0,83.0,0.3,1.0,7.7
Khepupara,2005,12,29.5,15.3,16.0,79.0,0.5,1.4,6.8
Khulna,2005,1,28.5,13.5,15.0,80.0,0.6,1.6,7.1
Khulna,2005,2,33.9,17.3,0.0,75.0,1.0,1.2,8.9
Khulna,2005,3,36.0,22.1,148.0,83.0,1.3,2.9,7.8
Khulna,2005,4,38.5,25.2,43.0,81.0,1.4,3.2,9.5
Khulna,2005,5,37.3,25.9,215.0,82.0,1.4,4.1,8.8
Khulna,2005,6,38.0,27.3,102.0,82.0,1.4,5.5,5.2
Khulna,2005,7,34.2,26.3,435.0,87.0,1.3,6.6,4.4
Khulna,2005,8,35.2,26.9,194.0,86.0,0.9,6.5,3.2
Khulna,2005,9,35.5,26.3,410.0,86.0,0.9,5.9,5.1
Khulna,2005,10,34.5,24.7,420.0,88.0,0.5,5.1,5.0
Khulna,2005,11,31.4,19.0,0.0,81.0,0.2,1.2,7.8
Khulna,2005,12,28.4,14.8,0.0,78.0,0.3,1.2,8.1
Kutubdia,2005,1,29.5,15.5,4.0,71.0,1.0,1.7,7.7
Kutubdia,2005,2,31.1,19.1,0.0,75.0,1.4,1.3,9.5
Kutubdia,2005,3,31.2,22.0,102.0,81.0,1.7,2.8,7.9
Kutubdia,2005,4,37.5,24.8,139.0,79.0,1.3,2.5,8.8
Kutubdia,2005,5,34.5,25.7,218.0,78.0,1.6,3.4,9.1
Kutubdia,2005,6,35.0,27.1,433.0,83.0,2.6,5.4,5.0
Kutubdia,2005,7,33.0,26.1,507.0,86.0,2.6,6.5,4.7
Kutubdia,2005,8,33.2,25.9,853.0,89.0,2.2,7.2,2.7
Kutubdia,2005,9,34.4,25.9,251.0,85.0,1.4,6.1,5.8
Kutubdia,2005,10,34.2,25.5,189.0,83.0,1.0,4.5,6.6
Kutubdia,2005,11,32.2,20.4,16.0,77.0,0.8,2.2,8.4
Kutubdia,2005,12,30.6,18.3,15.0,75.0,1.1,3.0,8.2
Madaripur,2005,1,28.6,13.1,0.0,80.0,0.2,1.8,6.0
Madaripur,2005,2,32.6,17.0,0.0,74.0,0.5,1.6,7.5
Madaripur,2005,3,35.0,21.8,61.0,77.0,0.6,3.0,6.4
Madaripur,2005,4,37.2,24.1,21.0,74.0,0.5,3.2,7.9
Madaripur,2005,5,36.7,24.8,114.0,79.0,0.5,3.8,6.8
Madaripur,2005,6,37.0,26.8,183.0,84.0,0.2,5.0,4.3
Madaripur,2005,7,34.0,26.2,556.0,88.0,0.2,6.0,4.3
Madaripur,2005,8,35.0,26.8,433.0,88.0,0.1,5.8,3.6
Madaripur,2005,9,35.3,26.5,164.0,86.0,0.1,5.1,4.5
Madaripur,2005,10,35.0,24.4,371.0,87.0,0.1,4.3,4.6
Madaripur,2005,11,31.3,18.6,1.0,83.0,0.0,1.3,7.5
Madaripur,2005,12,29.2,14.6,1.0,82.0,0.1,1.1,7.1
Maijdee Court,2005,1,27.0,14.6,25.0,77.0,0.7,0.4,7.5
Maijdee Court,2005,2,30.4,18.3,0.0,76.0,1.0,1.1,8.5
Maijdee Court,2005,3,34.5,21.9,153.0,80.0,1.3,1.3,7.0
Maijdee Court,2005,4,37.4,24.2,67.0,77.0,1.1,2.9,8.7
Maijdee Court,2005,5,36.8,24.8,214.0,80.0,1.1,4.3,8.1
Maijdee Court,2005,6,37.6,26.9,463.0,85.0,1.5,6.0,4.8
Maijdee Court,2005,7,33.8,26.1,724.0,88.0,2.0,6.4,4.4
Maijdee Court,2005,8,35.0,25.8,626.0,91.0,1.3,5.9,3.0
Maijdee Court,2005,9,34.8,25.9,226.0,86.0,1.1,4.8,5.4
Maijdee Court,2005,10,34.8,24.8,332.0,86.0,0.8,3.3,6.2
Maijdee Court,2005,11,32.0,20.6,0.0,80.0,0.6,2.2,8.2
Maijdee Court,2005,12,29.7,16.9,3.0,79.0,0.7,0.2,7.8
Mongla,2005,1,29.2,14.5,28.0,81.0,0.7,1.4,7.4
Mongla,2005,2,34.8,18.2,0.0,76.0,0.9,1.1,9.1
Mongla,2005,3,37.0,22.8,93.0,79.0,0.8,2.8,8.0
Mongla,2005,4,39.0,25.3,25.0,80.0,1.0,2.6,9.5
Mongla,2005,5,38.0,25.8,238.0,83.0,1.4,3.7,8.8
Mongla,2005,6,38.0,27.4,342.0,86.0,1.4,5.1,4.7
Mongla,2005,7,35.6,26.1,633.0,91.0,1.3,5.7,4.3
Mongla,2005,8,36.0,26.5,264.0,91.0,0.8,5.4,3.0
Mongla,2005,9,35.0,26.1,391.0,90.0,0.8,4.8,5.0
Mongla,2005,10,35.5,24.8,390.0,90.0,0.4,4.5,6.6
Mongla,2005,11,31.8,19.5,1.0,84.0,0.1,0.9,8.1
Mongla,2005,12,29.5,15.9,1.0,78.0,0.2,1.3,7.9
Mymensingh,2005,1,27.2,12.5,3.0,80.0,0.7,2.1,4.5
Mymensingh,2005,2,30.5,16.4,27.0,74.0,1.1,1.5,7.1
Mymensingh,2005,3,33.0,20.6,77.0,80.0,1.5,3.4,5.5
Mymensingh,2005,4,33.7,22.3,142.0,79.0,1.8,3.4,7.5
Mymensingh,2005,5,35.5,22.5,495.0,83.0,2.0,5.0,6.2
Mymensingh,2005,6,35.3,25.9,255.0,84.0,1.7,5.2,5.0
Mymensingh,2005,7,33.8,26.2,405.0,87.0,1.4,6.3,4.5
Mymensingh,2005,8,34.5,26.3,514.0,88.0,1.4,6.9,3.4
Mymensingh,2005,9,36.2,25.6,360.0,86.0,1.0,5.6,5.1
Mymensingh,2005,10,34.0,23.5,394.0,88.0,0.8,5.0,4.9
Mymensingh,2005,11,31.6,18.0,0.0,84.0,0.3,1.1,7.4
Mymensingh,2005,12,28.8,13.2,0.0,81.0,0.3,1.1,7.7
Patuakhali,2005,1,28.7,13.5,22.0,79.0,0.3,1.8,7.3
Patuakhali,2005,2,35.5,17.4,0.0,75.0,0.5,1.3,9.1
Patuakhali,2005,3,36.2,21.8,139.0,81.0,0.9,3.3,7.6
Patuakhali,2005,4,36.6,24.3,45.0,81.0,0.6,3.1,9.1
Patuakhali,2005,5,36.6,25.4,109.0,83.0,0.9,4.2,8.4
Patuakhali,2005,6,36.5,26.9,220.0,88.0,0.7,5.9,4.2
Patuakhali,2005,7,34.2,25.8,923.0,90.0,0.9,6.2,4.5
Patuakhali,2005,8,35.2,26.3,391.0,91.0,0.6,6.5,2.9
Patuakhali,2005,9,35.0,25.9,274.0,90.0,0.6,5.7,4.3
Patuakhali,2005,10,34.6,24.6,573.0,90.0,0.4,4.7,5.5
Patuakhali,2005,11,31.8,19.1,0.0,85.0,0.3,1.7,8.3
Patuakhali,2005,12,31.0,15.2,7.0,82.0,0.4,1.8,7.9
Rajshahi,2005,1,26.4,11.3,14.0,80.0,0.7,2.1,5.7
Rajshahi,2005,2,33.2,15.0,1.0,70.0,1.0,1.4,8.4
Rajshahi,2005,3,36.0,19.7,104.0,71.0,0.9,3.1,7.4
Rajshahi,2005,4,38.6,23.5,27.0,69.0,1.1,2.8,8.3
Rajshahi,2005,5,39.8,24.4,108.0,76.0,1.3,4.0,7.6
Rajshahi,2005,6,42.8,26.1,92.0,77.0,1.3,5.2,5.0
Rajshahi,2005,7,34.3,26.1,492.0,87.0,1.2,6.3,4.2
Rajshahi,2005,8,36.0,26.7,161.0,87.0,0.9,6.3,4.1
Rajshahi,2005,9,36.2,26.0,131.0,85.0,0.9,5.4,5.5
Rajshahi,2005,10,33.6,23.2,275.0,87.0,0.7,4.5,5.1
Rajshahi,2005,11,30.8,16.6,0.0,81.0,0.5,1.0,7.6
Rajshahi,2005,12,27.8,13.0,0.0,75.0,0.7,1.0,8.2
Rangamati,2005,1,31.2,12.9,2.0,76.0,0.4,1.5,8.1
Rangamati,2005,2,33.8,16.7,0.0,65.0,0.9,1.3,9.8
Rangamati,2005,3,35.3,20.8,74.0,71.0,1.2,2.9,7.1
Rangamati,2005,4,37.0,22.9,199.0,73.0,0.8,2.6,8.3
Rangamati,2005,5,35.5,23.1,238.0,79.0,0.9,3.2,6.1
Rangamati,2005,6,36.4,25.8,185.0,81.0,0.9,4.7,4.2
Rangamati,2005,7,35.2,24.9,274.0,84.0,0.7,5.5,4.8
Rangamati,2005,8,34.7,25.1,644.0,88.0,1.0,6.8,2.9
Rangamati,2005,9,35.3,24.9,323.0,87.0,0.6,5.9,4.9
Rangamati,2005,10,34.5,23.7,125.0,85.0,0.6,4.8,6.9
Rangamati,2005,11,32.0,18.5,53.0,84.0,0.3,1.7,8.4
Rangamati,2005,12,29.5,16.1,7.0,84.0,0.5,2.6,7.3
Rangpur,2005,1,26.0,11.7,11.0,81.0,0.8,2.1,6.1
Rangpur,2005,2,31.0,14.8,9.0,74.0,1.2,1.9,7.9
Rangpur,2005,3,33.0,19.0,61.0,77.0,1.8,3.3,7.1
Rangpur,2005,4,33.5,21.7,93.0,78.0,1.9,3.9,7.5
Rangpur,2005,5,36.7,22.6,271.0,82.0,1.6,5.4,5.5
Rangpur,2005,6,36.0,24.6,428.0,85.0,1.4,5.9,4.5
Rangpur,2005,7,35.0,25.8,671.0,86.0,1.3,6.4,4.5
Rangpur,2005,8,35.1,26.2,400.0,88.0,1.0,7.0,3.9
Rangpur,2005,9,35.6,25.9,328.0,84.0,0.7,5.4,6.2
Rangpur,2005,10,32.5,22.6,581.0,87.0,1.2,4.7,5.5
Rangpur,2005,11,31.4,17.2,0.0,81.0,0.6,1.2,8.4
Rangpur,2005,12,27.7,13.5,0.0,78.0,0.8,0.9,8.1
Sandwip,2005,1,29.8,13.6,7.0,79.0,1.1,1.4,8.1
Sandwip,2005,2,32.4,17.5,0.0,80.0,1.3,0.9,9.4
Sandwip,2005,3,32.0,21.7,115.0,86.0,1.5,3.6,7.0
Sandwip,2005,4,36.0,23.3,78.0,81.0,1.0,2.9,8.9
Sandwip,2005,5,34.5,24.0,278.0,82.0,2.1,4.6,8.1
Sandwip,2005,6,35.1,26.5,444.0,85.0,2.8,5.7,5.2
Sandwip,2005,7,32.9,25.2,554.0,88.0,2.7,6.3,5.2
Sandwip,2005,8,32.7,24.9,782.0,90.0,2.2,7.1,3.2
Sandwip,2005,9,34.8,25.1,258.0,87.0,1.0,5.9,5.7
Sandwip,2005,10,35.8,24.7,462.0,87.0,1.0,4.4,6.5
Sandwip,2005,11,34.1,18.5,81.0,82.0,0.8,1.5,8.7
